{'yaw': -157.6705, 'pitch': -4.33582, 'roll': -2.451883, 'Ax': 0, 'Ay': 485, 'Az': 7381, 'timestamps': 1542884104.3810017}
{'yaw': -158.9778, 'pitch': -10.56098, 'roll': 22.52459, 'Ax': -276, 'Ay': 1464, 'Az': 544, 'timestamps': 1542884106.141778}
{'yaw': -159.1028, 'pitch': -10.61171, 'roll': 23.44703, 'Ax': -412, 'Ay': 1445, 'Az': 572, 'timestamps': 1542884106.1418417}
{'yaw': -159.215, 'pitch': -10.70039, 'roll': 24.43924, 'Ax': -500, 'Ay': 1383, 'Az': 528, 'timestamps': 1542884106.1795347}
{'yaw': -159.3171, 'pitch': -10.75219, 'roll': 25.45008, 'Ax': -564, 'Ay': 1311, 'Az': 422, 'timestamps': 1542884106.1796298}
{'yaw': -159.4058, 'pitch': -10.78391, 'roll': 26.39867, 'Ax': -627, 'Ay': 1265, 'Az': 359, 'timestamps': 1542884106.179692}
{'yaw': -159.4763, 'pitch': -10.83352, 'roll': 27.27213, 'Ax': -682, 'Ay': 1250, 'Az': 315, 'timestamps': 1542884106.179751}
{'yaw': -159.5251, 'pitch': -10.89677, 'roll': 28.11562, 'Ax': -689, 'Ay': 1227, 'Az': 261, 'timestamps': 1542884106.212718}
{'yaw': -159.5712, 'pitch': -10.9736, 'roll': 28.96612, 'Ax': -656, 'Ay': 1162, 'Az': 186, 'timestamps': 1542884106.2128263}
{'yaw': -159.61, 'pitch': -11.07466, 'roll': 29.80674, 'Ax': -618, 'Ay': 1077, 'Az': 104, 'timestamps': 1542884106.2128975}
{'yaw': -159.6298, 'pitch': -11.20349, 'roll': 30.62563, 'Ax': -571, 'Ay': 1002, 'Az': 9, 'timestamps': 1542884106.2547386}
{'yaw': -159.6385, 'pitch': -11.34169, 'roll': 31.41361, 'Ax': -514, 'Ay': 926, 'Az': -92, 'timestamps': 1542884106.2548318}
{'yaw': -159.6405, 'pitch': -11.45898, 'roll': 32.17553, 'Ax': -445, 'Ay': 869, 'Az': -208, 'timestamps': 1542884106.254883}
{'yaw': -159.6502, 'pitch': -11.55294, 'roll': 32.91998, 'Ax': -372, 'Ay': 870, 'Az': -281, 'timestamps': 1542884106.2549314}
{'yaw': -159.6713, 'pitch': -11.62751, 'roll': 33.64515, 'Ax': -336, 'Ay': 906, 'Az': -286, 'timestamps': 1542884106.2921698}
{'yaw': -159.7033, 'pitch': -11.69278, 'roll': 34.36755, 'Ax': -354, 'Ay': 924, 'Az': -247, 'timestamps': 1542884106.292353}
{'yaw': -159.7199, 'pitch': -11.78463, 'roll': 35.07945, 'Ax': -421, 'Ay': 877, 'Az': -211, 'timestamps': 1542884106.2924182}
{'yaw': -159.7213, 'pitch': -11.88388, 'roll': 35.76874, 'Ax': -486, 'Ay': 824, 'Az': -220, 'timestamps': 1542884106.2924783}
{'yaw': -159.685, 'pitch': -12.01974, 'roll': 36.41698, 'Ax': -522, 'Ay': 755, 'Az': -247, 'timestamps': 1542884106.3296063}
{'yaw': -159.634, 'pitch': -12.16222, 'roll': 37.0293, 'Ax': -505, 'Ay': 698, 'Az': -318, 'timestamps': 1542884106.3297029}
{'yaw': -159.5981, 'pitch': -12.28868, 'roll': 37.61373, 'Ax': -445, 'Ay': 695, 'Az': -401, 'timestamps': 1542884106.3297656}
{'yaw': -159.5802, 'pitch': -12.40857, 'roll': 38.15641, 'Ax': -414, 'Ay': 707, 'Az': -438, 'timestamps': 1542884106.3298304}
{'yaw': -159.5612, 'pitch': -12.54221, 'roll': 38.67615, 'Ax': -428, 'Ay': 754, 'Az': -419, 'timestamps': 1542884106.3682714}
{'yaw': -159.5324, 'pitch': -12.71897, 'roll': 39.1882, 'Ax': -466, 'Ay': 803, 'Az': -392, 'timestamps': 1542884106.3683527}
{'yaw': -159.4738, 'pitch': -12.94077, 'roll': 39.71041, 'Ax': -517, 'Ay': 809, 'Az': -394, 'timestamps': 1542884106.3684304}
{'yaw': -159.3941, 'pitch': -13.18547, 'roll': 40.21826, 'Ax': -528, 'Ay': 777, 'Az': -468, 'timestamps': 1542884106.4126103}
{'yaw': -159.3153, 'pitch': -13.42348, 'roll': 40.73436, 'Ax': -492, 'Ay': 700, 'Az': -606, 'timestamps': 1542884106.4127266}
{'yaw': -159.2388, 'pitch': -13.63704, 'roll': 41.25272, 'Ax': -443, 'Ay': 584, 'Az': -774, 'timestamps': 1542884106.4127972}
{'yaw': -159.1806, 'pitch': -13.804, 'roll': 41.7694, 'Ax': -374, 'Ay': 445, 'Az': -960, 'timestamps': 1542884106.4128716}
{'yaw': -159.1575, 'pitch': -13.92053, 'roll': 42.26885, 'Ax': -310, 'Ay': 284, 'Az': -1136, 'timestamps': 1542884106.4129665}
{'yaw': -159.1823, 'pitch': -13.99591, 'roll': 42.73015, 'Ax': -327, 'Ay': 155, 'Az': -1229, 'timestamps': 1542884106.413061}
{'yaw': -159.2103, 'pitch': -14.09684, 'roll': 43.15362, 'Ax': -444, 'Ay': 23, 'Az': -1245, 'timestamps': 1542884106.442263}
{'yaw': -159.2066, 'pitch': -14.25331, 'roll': 43.53562, 'Ax': -592, 'Ay': -151, 'Az': -1272, 'timestamps': 1542884106.4423993}
{'yaw': -159.1489, 'pitch': -14.45366, 'roll': 43.88192, 'Ax': -732, 'Ay': -365, 'Az': -1348, 'timestamps': 1542884106.4806178}
{'yaw': -159.0508, 'pitch': -14.6645, 'roll': 44.18602, 'Ax': -804, 'Ay': -598, 'Az': -1455, 'timestamps': 1542884106.4807127}
{'yaw': -158.9258, 'pitch': -14.84388, 'roll': 44.45006, 'Ax': -792, 'Ay': -804, 'Az': -1596, 'timestamps': 1542884106.4807742}
{'yaw': -158.7906, 'pitch': -14.98137, 'roll': 44.68324, 'Ax': -725, 'Ay': -953, 'Az': -1740, 'timestamps': 1542884106.4808307}
{'yaw': -158.657, 'pitch': -15.06714, 'roll': 44.86011, 'Ax': -641, 'Ay': -1042, 'Az': -1851, 'timestamps': 1542884106.4808886}
{'yaw': -158.5276, 'pitch': -15.14944, 'roll': 44.97677, 'Ax': -562, 'Ay': -1052, 'Az': -1921, 'timestamps': 1542884106.517839}
{'yaw': -158.4113, 'pitch': -15.24561, 'roll': 45.02822, 'Ax': -489, 'Ay': -1015, 'Az': -1955, 'timestamps': 1542884106.5179625}
{'yaw': -158.3102, 'pitch': -15.36776, 'roll': 45.01682, 'Ax': -438, 'Ay': -991, 'Az': -1970, 'timestamps': 1542884106.5180545}
{'yaw': -158.2125, 'pitch': -15.49564, 'roll': 44.94946, 'Ax': -390, 'Ay': -1019, 'Az': -2017, 'timestamps': 1542884106.5616357}
{'yaw': -158.1146, 'pitch': -15.60996, 'roll': 44.85267, 'Ax': -358, 'Ay': -1100, 'Az': -2086, 'timestamps': 1542884106.56173}
{'yaw': -157.9999, 'pitch': -15.68526, 'roll': 44.7298, 'Ax': -298, 'Ay': -1181, 'Az': -2184, 'timestamps': 1542884106.5617938}
{'yaw': -157.891, 'pitch': -15.69888, 'roll': 44.59425, 'Ax': -194, 'Ay': -1213, 'Az': -2308, 'timestamps': 1542884106.6007729}
{'yaw': -157.8158, 'pitch': -15.64037, 'roll': 44.43779, 'Ax': -89, 'Ay': -1196, 'Az': -2388, 'timestamps': 1542884106.600892}
{'yaw': -157.7729, 'pitch': -15.52235, 'roll': 44.22467, 'Ax': -19, 'Ay': -1142, 'Az': -2399, 'timestamps': 1542884106.6009789}
{'yaw': -157.7612, 'pitch': -15.38081, 'roll': 43.95253, 'Ax': -2, 'Ay': -1050, 'Az': -2342, 'timestamps': 1542884106.6010659}
{'yaw': -157.7702, 'pitch': -15.23343, 'roll': 43.62409, 'Ax': -41, 'Ay': -938, 'Az': -2228, 'timestamps': 1542884106.6382823}
{'yaw': -157.7881, 'pitch': -15.07737, 'roll': 43.23487, 'Ax': -115, 'Ay': -833, 'Az': -2068, 'timestamps': 1542884106.6384242}
{'yaw': -157.7997, 'pitch': -14.93037, 'roll': 42.82259, 'Ax': -221, 'Ay': -761, 'Az': -1902, 'timestamps': 1542884106.6385133}
{'yaw': -157.7793, 'pitch': -14.80242, 'roll': 42.37803, 'Ax': -326, 'Ay': -724, 'Az': -1750, 'timestamps': 1542884106.638601}
{'yaw': -157.7091, 'pitch': -14.69673, 'roll': 41.9205, 'Ax': -386, 'Ay': -689, 'Az': -1667, 'timestamps': 1542884106.6721592}
{'yaw': -157.6255, 'pitch': -14.57395, 'roll': 41.43951, 'Ax': -390, 'Ay': -655, 'Az': -1619, 'timestamps': 1542884106.6722732}
{'yaw': -157.5488, 'pitch': -14.42036, 'roll': 40.89423, 'Ax': -374, 'Ay': -573, 'Az': -1570, 'timestamps': 1542884106.672384}
{'yaw': -157.454, 'pitch': -14.28156, 'roll': 40.26537, 'Ax': -328, 'Ay': -408, 'Az': -1492, 'timestamps': 1542884106.6724732}
{'yaw': -157.3802, 'pitch': -14.13774, 'roll': 39.59608, 'Ax': -244, 'Ay': -199, 'Az': -1408, 'timestamps': 1542884106.706069}
{'yaw': -157.3482, 'pitch': -13.99386, 'roll': 38.90069, 'Ax': -217, 'Ay': -37, 'Az': -1305, 'timestamps': 1542884106.7061799}
{'yaw': -157.3059, 'pitch': -13.88949, 'roll': 38.18167, 'Ax': -242, 'Ay': 78, 'Az': -1209, 'timestamps': 1542884106.7062573}
{'yaw': -157.2198, 'pitch': -13.83797, 'roll': 37.44836, 'Ax': -288, 'Ay': 88, 'Az': -1165, 'timestamps': 1542884106.7063339}
{'yaw': -157.0992, 'pitch': -13.76573, 'roll': 36.69991, 'Ax': -265, 'Ay': 38, 'Az': -1225, 'timestamps': 1542884106.7513645}
{'yaw': -156.972, 'pitch': -13.62379, 'roll': 35.91503, 'Ax': -175, 'Ay': 18, 'Az': -1328, 'timestamps': 1542884106.7514892}
{'yaw': -156.8724, 'pitch': -13.38447, 'roll': 35.09615, 'Ax': -44, 'Ay': 94, 'Az': -1366, 'timestamps': 1542884106.751578}
{'yaw': -156.812, 'pitch': -13.0716, 'roll': 34.26197, 'Ax': 62, 'Ay': 242, 'Az': -1309, 'timestamps': 1542884106.751668}
{'yaw': -156.7966, 'pitch': -12.72003, 'roll': 33.41772, 'Ax': 91, 'Ay': 398, 'Az': -1141, 'timestamps': 1542884106.7576482}
{'yaw': -156.794, 'pitch': -12.38784, 'roll': 32.56031, 'Ax': 14, 'Ay': 495, 'Az': -897, 'timestamps': 1542884106.7577171}
{'yaw': -156.7747, 'pitch': -12.0991, 'roll': 31.69345, 'Ax': -120, 'Ay': 516, 'Az': -670, 'timestamps': 1542884106.757764}
{'yaw': -156.7042, 'pitch': -11.85197, 'roll': 30.80905, 'Ax': -252, 'Ay': 498, 'Az': -528, 'timestamps': 1542884106.771965}
{'yaw': -156.5885, 'pitch': -11.61189, 'roll': 29.87863, 'Ax': -306, 'Ay': 505, 'Az': -483, 'timestamps': 1542884106.7720828}
{'yaw': -156.4456, 'pitch': -11.34363, 'roll': 28.91042, 'Ax': -261, 'Ay': 601, 'Az': -491, 'timestamps': 1542884106.7721615}
{'yaw': -156.3128, 'pitch': -11.01724, 'roll': 27.91677, 'Ax': -151, 'Ay': 788, 'Az': -457, 'timestamps': 1542884106.7722485}
{'yaw': -156.2174, 'pitch': -10.67686, 'roll': 26.89519, 'Ax': -47, 'Ay': 995, 'Az': -276, 'timestamps': 1542884106.7790504}
{'yaw': -156.1411, 'pitch': -10.40019, 'roll': 25.84773, 'Ax': -1, 'Ay': 1140, 'Az': 17, 'timestamps': 1542884106.7791476}
{'yaw': -156.0654, 'pitch': -10.19589, 'roll': 24.78549, 'Ax': -15, 'Ay': 1181, 'Az': 278, 'timestamps': 1542884106.7940724}
{'yaw': -155.992, 'pitch': -10.01695, 'roll': 23.73024, 'Ax': -8, 'Ay': 1161, 'Az': 429, 'timestamps': 1542884106.8769193}
{'yaw': -155.9168, 'pitch': -9.795815, 'roll': 22.70592, 'Ax': 25, 'Ay': 1120, 'Az': 454, 'timestamps': 1542884106.8770146}
{'yaw': -155.8539, 'pitch': -9.494788, 'roll': 21.70627, 'Ax': 62, 'Ay': 1125, 'Az': 465, 'timestamps': 1542884106.8770893}
{'yaw': -155.7873, 'pitch': -9.138264, 'roll': 20.71132, 'Ax': 69, 'Ay': 1171, 'Az': 518, 'timestamps': 1542884106.8771524}
{'yaw': -155.7305, 'pitch': -8.747512, 'roll': 19.71096, 'Ax': 33, 'Ay': 1236, 'Az': 661, 'timestamps': 1542884106.8772073}
{'yaw': -155.659, 'pitch': -8.378202, 'roll': 18.68778, 'Ax': -58, 'Ay': 1287, 'Az': 913, 'timestamps': 1542884106.8772607}
{'yaw': -155.5798, 'pitch': -8.089009, 'roll': 17.66165, 'Ax': -109, 'Ay': 1308, 'Az': 1190, 'timestamps': 1542884106.8773146}
{'yaw': -155.5044, 'pitch': -7.853809, 'roll': 16.61375, 'Ax': -181, 'Ay': 1158, 'Az': 1484, 'timestamps': 1542884106.8773673}
{'yaw': -155.3531, 'pitch': -7.692396, 'roll': 15.51383, 'Ax': -189, 'Ay': 1191, 'Az': 1579, 'timestamps': 1542884106.8774216}
{'yaw': -155.2659, 'pitch': -7.507215, 'roll': 14.48885, 'Ax': -69, 'Ay': 1137, 'Az': 1532, 'timestamps': 1542884106.8909197}
{'yaw': -155.2463, 'pitch': -7.200898, 'roll': 13.47003, 'Ax': -18, 'Ay': 1096, 'Az': 1500, 'timestamps': 1542884106.9066916}
{'yaw': -155.2062, 'pitch': -6.827767, 'roll': 12.46496, 'Ax': 53, 'Ay': 1189, 'Az': 1653, 'timestamps': 1542884106.9126055}
{'yaw': -155.2346, 'pitch': -6.407588, 'roll': 11.51752, 'Ax': 44, 'Ay': 1276, 'Az': 1916, 'timestamps': 1542884106.9180226}
{'yaw': -155.2602, 'pitch': -6.01122, 'roll': 10.61828, 'Ax': -79, 'Ay': 1255, 'Az': 2226, 'timestamps': 1542884106.9333613}
{'yaw': -155.2054, 'pitch': -5.744098, 'roll': 9.734221, 'Ax': -298, 'Ay': 1088, 'Az': 2497, 'timestamps': 1542884106.9435642}
{'yaw': -155.0888, 'pitch': -5.623693, 'roll': 8.820021, 'Ax': -472, 'Ay': 844, 'Az': 2612, 'timestamps': 1542884106.952095}
{'yaw': -154.9316, 'pitch': -5.547039, 'roll': 7.844506, 'Ax': -478, 'Ay': 644, 'Az': 2549, 'timestamps': 1542884106.9617705}
{'yaw': -154.8148, 'pitch': -5.387723, 'roll': 6.838441, 'Ax': -318, 'Ay': 558, 'Az': 2477, 'timestamps': 1542884106.974727}
{'yaw': -154.8042, 'pitch': -5.071518, 'roll': 5.84123, 'Ax': -151, 'Ay': 545, 'Az': 2592, 'timestamps': 1542884106.9815586}
{'yaw': -154.8191, 'pitch': -4.680352, 'roll': 4.905086, 'Ax': -182, 'Ay': 559, 'Az': 2955, 'timestamps': 1542884106.9884927}
{'yaw': -154.7892, 'pitch': -4.316302, 'roll': 4.020573, 'Ax': -287, 'Ay': 542, 'Az': 3358, 'timestamps': 1542884107.0091243}
{'yaw': -154.7031, 'pitch': -4.036705, 'roll': 3.159934, 'Ax': -382, 'Ay': 708, 'Az': 3781, 'timestamps': 1542884107.013648}
{'yaw': -154.5432, 'pitch': -3.947914, 'roll': 2.320137, 'Ax': -671, 'Ay': 554, 'Az': 4222, 'timestamps': 1542884107.0270078}
{'yaw': -154.2935, 'pitch': -3.981143, 'roll': 1.579296, 'Ax': -673, 'Ay': 414, 'Az': 4248, 'timestamps': 1542884107.0375824}
{'yaw': -154.091, 'pitch': -3.923251, 'roll': 0.866919, 'Ax': -587, 'Ay': 310, 'Az': 4089, 'timestamps': 1542884107.0425587}
{'yaw': -153.9592, 'pitch': -3.788715, 'roll': 0.116603, 'Ax': -491, 'Ay': 270, 'Az': 4039, 'timestamps': 1542884107.0516946}
{'yaw': -153.8658, 'pitch': -3.606536, 'roll': -0.643007, 'Ax': -440, 'Ay': 232, 'Az': 4086, 'timestamps': 1542884107.0576878}
{'yaw': -153.7817, 'pitch': -3.351441, 'roll': -1.399509, 'Ax': -451, 'Ay': 155, 'Az': 4172, 'timestamps': 1542884107.0964847}
{'yaw': -153.6966, 'pitch': -3.135279, 'roll': -2.136099, 'Ax': -670, 'Ay': 123, 'Az': 4450, 'timestamps': 1542884107.0965803}
{'yaw': -153.5776, 'pitch': -3.03519, 'roll': -2.706775, 'Ax': -586, 'Ay': 86, 'Az': 4610, 'timestamps': 1542884107.0966551}
{'yaw': -153.4727, 'pitch': -2.955746, 'roll': -3.246069, 'Ax': -668, 'Ay': -83, 'Az': 4832, 'timestamps': 1542884107.100828}
{'yaw': -153.3513, 'pitch': -2.907877, 'roll': -3.735816, 'Ax': -673, 'Ay': -124, 'Az': 4910, 'timestamps': 1542884107.105453}
{'yaw': -153.2109, 'pitch': -2.842856, 'roll': -4.229812, 'Ax': -711, 'Ay': -184, 'Az': 4939, 'timestamps': 1542884107.1162038}
{'yaw': -153.0477, 'pitch': -2.736304, 'roll': -4.707193, 'Ax': -718, 'Ay': -235, 'Az': 4897, 'timestamps': 1542884107.1477094}
{'yaw': -152.8644, 'pitch': -2.630623, 'roll': -5.171494, 'Ax': -662, 'Ay': -248, 'Az': 4855, 'timestamps': 1542884107.1478245}
{'yaw': -152.6935, 'pitch': -2.576279, 'roll': -5.597417, 'Ax': -595, 'Ay': -278, 'Az': 4855, 'timestamps': 1542884107.1478915}
{'yaw': -152.5381, 'pitch': -2.585604, 'roll': -6.024601, 'Ax': -527, 'Ay': -290, 'Az': 4876, 'timestamps': 1542884107.1959012}
{'yaw': -152.4137, 'pitch': -2.652774, 'roll': -6.451582, 'Ax': -440, 'Ay': -288, 'Az': 4891, 'timestamps': 1542884107.1959968}
{'yaw': -152.3165, 'pitch': -2.733969, 'roll': -6.85226, 'Ax': -336, 'Ay': -275, 'Az': 4922, 'timestamps': 1542884107.196061}
{'yaw': -152.2544, 'pitch': -2.786171, 'roll': -7.201449, 'Ax': -213, 'Ay': -255, 'Az': 4935, 'timestamps': 1542884107.196125}
{'yaw': -152.2108, 'pitch': -2.788696, 'roll': -7.465213, 'Ax': -95, 'Ay': -256, 'Az': 4935, 'timestamps': 1542884107.196185}
{'yaw': -152.1765, 'pitch': -2.753152, 'roll': -7.653227, 'Ax': -11, 'Ay': -283, 'Az': 4980, 'timestamps': 1542884107.2045836}
{'yaw': -152.1538, 'pitch': -2.688158, 'roll': -7.789681, 'Ax': 17, 'Ay': -332, 'Az': 5113, 'timestamps': 1542884107.214498}
{'yaw': -152.1056, 'pitch': -2.601533, 'roll': -7.863458, 'Ax': 8, 'Ay': -396, 'Az': 5335, 'timestamps': 1542884107.2211335}
{'yaw': -152.1055, 'pitch': -2.525332, 'roll': -7.880079, 'Ax': -63, 'Ay': -481, 'Az': 5619, 'timestamps': 1542884107.2349575}
{'yaw': -152.1759, 'pitch': -2.508371, 'roll': -7.85108, 'Ax': -155, 'Ay': -525, 'Az': 5991, 'timestamps': 1542884107.2457461}
{'yaw': -152.2603, 'pitch': -2.577103, 'roll': -7.77146, 'Ax': -290, 'Ay': -543, 'Az': 6428, 'timestamps': 1542884107.2506661}
{'yaw': -152.3416, 'pitch': -2.710088, 'roll': -7.635466, 'Ax': -460, 'Ay': -517, 'Az': 6805, 'timestamps': 1542884107.2592106}
{'yaw': -152.4127, 'pitch': -2.864471, 'roll': -7.440058, 'Ax': -662, 'Ay': -540, 'Az': 7120, 'timestamps': 1542884107.2734125}
{'yaw': -152.4431, 'pitch': -3.024756, 'roll': -7.182083, 'Ax': -829, 'Ay': -496, 'Az': 7341, 'timestamps': 1542884107.28983}
{'yaw': -152.4352, 'pitch': -3.194642, 'roll': -6.849045, 'Ax': -920, 'Ay': -400, 'Az': 7469, 'timestamps': 1542884107.2976491}
{'yaw': -152.3999, 'pitch': -3.395449, 'roll': -6.416198, 'Ax': -929, 'Ay': -254, 'Az': 7535, 'timestamps': 1542884107.3123617}
{'yaw': -152.3374, 'pitch': -3.639243, 'roll': -5.893795, 'Ax': -845, 'Ay': -52, 'Az': 7519, 'timestamps': 1542884107.318691}
{'yaw': -152.2917, 'pitch': -3.930048, 'roll': -5.302728, 'Ax': -684, 'Ay': 172, 'Az': 7433, 'timestamps': 1542884107.3234575}
{'yaw': -152.2798, 'pitch': -4.251386, 'roll': -4.652909, 'Ax': -480, 'Ay': 435, 'Az': 7291, 'timestamps': 1542884107.3328683}
{'yaw': -152.3086, 'pitch': -4.553595, 'roll': -3.93817, 'Ax': -245, 'Ay': 717, 'Az': 7099, 'timestamps': 1542884107.342235}
{'yaw': -152.3924, 'pitch': -4.824054, 'roll': -3.147156, 'Ax': 1, 'Ay': 992, 'Az': 6876, 'timestamps': 1542884107.3510768}
{'yaw': -152.531, 'pitch': -5.088267, 'roll': -2.286247, 'Ax': 158, 'Ay': 1234, 'Az': 6651, 'timestamps': 1542884107.3597813}
{'yaw': -152.7208, 'pitch': -5.345017, 'roll': -1.384611, 'Ax': 209, 'Ay': 1435, 'Az': 6415, 'timestamps': 1542884107.3698037}
{'yaw': -152.9228, 'pitch': -5.646978, 'roll': -0.456609, 'Ax': 173, 'Ay': 1593, 'Az': 6158, 'timestamps': 1542884107.3848145}
{'yaw': -153.0913, 'pitch': -6.005595, 'roll': 0.486126, 'Ax': 54, 'Ay': 1709, 'Az': 5848, 'timestamps': 1542884107.3927739}
{'yaw': -153.2585, 'pitch': -6.377423, 'roll': 1.441458, 'Ax': -20, 'Ay': 1821, 'Az': 5526, 'timestamps': 1542884107.3994868}
{'yaw': -153.4396, 'pitch': -6.736239, 'roll': 2.423769, 'Ax': -34, 'Ay': 1906, 'Az': 5157, 'timestamps': 1542884107.4120796}
{'yaw': -153.6292, 'pitch': -7.052183, 'roll': 3.461172, 'Ax': -13, 'Ay': 1979, 'Az': 4777, 'timestamps': 1542884107.4204593}
{'yaw': -153.8368, 'pitch': -7.31605, 'roll': 4.548633, 'Ax': 27, 'Ay': 2032, 'Az': 4406, 'timestamps': 1542884107.4475508}
{'yaw': -154.071, 'pitch': -7.532054, 'roll': 5.67799, 'Ax': 65, 'Ay': 2069, 'Az': 4042, 'timestamps': 1542884107.4604633}
{'yaw': -154.3176, 'pitch': -7.703669, 'roll': 6.832636, 'Ax': 85, 'Ay': 2098, 'Az': 3744, 'timestamps': 1542884107.4605649}
{'yaw': -154.5616, 'pitch': -7.913112, 'roll': 7.9944, 'Ax': 26, 'Ay': 2079, 'Az': 3463, 'timestamps': 1542884107.4650338}
{'yaw': -154.8052, 'pitch': -8.139536, 'roll': 9.132408, 'Ax': -36, 'Ay': 2024, 'Az': 3198, 'timestamps': 1542884107.4701743}
{'yaw': -155.0593, 'pitch': -8.404002, 'roll': 10.25104, 'Ax': -136, 'Ay': 1907, 'Az': 2946, 'timestamps': 1542884107.5006201}
{'yaw': -155.2889, 'pitch': -8.67852, 'roll': 11.33904, 'Ax': -252, 'Ay': 1775, 'Az': 2710, 'timestamps': 1542884107.500698}
{'yaw': -155.4992, 'pitch': -8.940192, 'roll': 12.38037, 'Ax': -333, 'Ay': 1666, 'Az': 2556, 'timestamps': 1542884107.5433977}
{'yaw': -155.6902, 'pitch': -9.229988, 'roll': 13.40346, 'Ax': -401, 'Ay': 1572, 'Az': 2464, 'timestamps': 1542884107.5434928}
{'yaw': -155.8501, 'pitch': -9.529488, 'roll': 14.41113, 'Ax': -450, 'Ay': 1488, 'Az': 2375, 'timestamps': 1542884107.5435567}
{'yaw': -155.9892, 'pitch': -9.825372, 'roll': 15.44325, 'Ax': -447, 'Ay': 1462, 'Az': 2232, 'timestamps': 1542884107.54931}
{'yaw': -156.1422, 'pitch': -10.07039, 'roll': 16.5376, 'Ax': -391, 'Ay': 1361, 'Az': 2044, 'timestamps': 1542884107.553235}
{'yaw': -156.2827, 'pitch': -10.24383, 'roll': 17.66062, 'Ax': -340, 'Ay': 1273, 'Az': 1817, 'timestamps': 1542884107.5533051}
{'yaw': -156.3939, 'pitch': -10.35698, 'roll': 18.78484, 'Ax': -299, 'Ay': 1224, 'Az': 1655, 'timestamps': 1542884107.5594985}
{'yaw': -156.4982, 'pitch': -10.42016, 'roll': 19.89691, 'Ax': -287, 'Ay': 1200, 'Az': 1528, 'timestamps': 1542884107.569518}
{'yaw': -156.5854, 'pitch': -10.48391, 'roll': 21.00215, 'Ax': -252, 'Ay': 1196, 'Az': 1383, 'timestamps': 1542884107.587812}
{'yaw': -156.6765, 'pitch': -10.56064, 'roll': 22.04793, 'Ax': -243, 'Ay': 1196, 'Az': 1256, 'timestamps': 1542884107.5941384}
{'yaw': -156.7608, 'pitch': -10.67177, 'roll': 22.98223, 'Ax': -302, 'Ay': 1168, 'Az': 1230, 'timestamps': 1542884107.6040874}
{'yaw': -156.8179, 'pitch': -10.83172, 'roll': 23.83565, 'Ax': -336, 'Ay': 1157, 'Az': 1180, 'timestamps': 1542884107.6113856}
{'yaw': -156.8596, 'pitch': -10.99456, 'roll': 24.65959, 'Ax': -409, 'Ay': 1044, 'Az': 1103, 'timestamps': 1542884107.6234884}
{'yaw': -156.8334, 'pitch': -11.17, 'roll': 25.46546, 'Ax': -470, 'Ay': 988, 'Az': 958, 'timestamps': 1542884107.6347206}
{'yaw': -156.7517, 'pitch': -11.36814, 'roll': 26.32483, 'Ax': -443, 'Ay': 1002, 'Az': 764, 'timestamps': 1542884107.6578805}
{'yaw': -156.697, 'pitch': -11.50368, 'roll': 27.22667, 'Ax': -430, 'Ay': 1030, 'Az': 582, 'timestamps': 1542884107.666566}
{'yaw': -156.627, 'pitch': -11.62107, 'roll': 28.07198, 'Ax': -447, 'Ay': 1085, 'Az': 514, 'timestamps': 1542884107.6773095}
{'yaw': -156.5307, 'pitch': -11.76391, 'roll': 28.86954, 'Ax': -462, 'Ay': 1142, 'Az': 473, 'timestamps': 1542884107.6774065}
{'yaw': -156.4256, 'pitch': -11.92208, 'roll': 29.65915, 'Ax': -407, 'Ay': 1132, 'Az': 363, 'timestamps': 1542884107.6839566}
{'yaw': -156.3232, 'pitch': -12.0787, 'roll': 30.4304, 'Ax': -320, 'Ay': 1084, 'Az': 209, 'timestamps': 1542884107.6999416}
{'yaw': -156.2224, 'pitch': -12.26408, 'roll': 31.15387, 'Ax': -261, 'Ay': 1029, 'Az': 78, 'timestamps': 1542884107.716097}
{'yaw': -156.1139, 'pitch': -12.48416, 'roll': 31.81399, 'Ax': -199, 'Ay': 981, 'Az': -55, 'timestamps': 1542884107.7206335}
{'yaw': -156.0092, 'pitch': -12.70676, 'roll': 32.41771, 'Ax': -97, 'Ay': 978, 'Az': -204, 'timestamps': 1542884107.7271764}
{'yaw': -155.9533, 'pitch': -12.88793, 'roll': 33.01544, 'Ax': 0, 'Ay': 955, 'Az': -348, 'timestamps': 1542884107.7332413}
{'yaw': -155.9151, 'pitch': -13.01105, 'roll': 33.59262, 'Ax': 84, 'Ay': 903, 'Az': -508, 'timestamps': 1542884107.7728734}
{'yaw': -155.9142, 'pitch': -13.07252, 'roll': 34.17076, 'Ax': 111, 'Ay': 835, 'Az': -615, 'timestamps': 1542884109.12225}
{'yaw': -155.9178, 'pitch': -13.10854, 'roll': 34.74019, 'Ax': 69, 'Ay': 765, 'Az': -644, 'timestamps': 1542884109.1223273}
{'yaw': -155.8794, 'pitch': -13.16188, 'roll': 35.29036, 'Ax': -45, 'Ay': 680, 'Az': -629, 'timestamps': 1542884109.1223733}
{'yaw': -155.7815, 'pitch': -13.24151, 'roll': 35.80922, 'Ax': -143, 'Ay': 655, 'Az': -626, 'timestamps': 1542884109.1224172}
{'yaw': -155.6586, 'pitch': -13.34484, 'roll': 36.29681, 'Ax': -175, 'Ay': 690, 'Az': -623, 'timestamps': 1542884109.1224575}
